gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,PaymentMethod_New,Churn_New
Female,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,20.55,187.35,Mailed Check,No
Female,No,No,No,6,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,50.95,307.6,Credit Card (Automatic),No
Male,No,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,90.5,1328.75,Mailed Check,No
Female,No,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,79.4,4820.55,Electronic Check,No
Female,No,No,No,52,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,58.75,1328.75,Bank Transfer (Automatic),No
Female,No,Yes,Yes,35,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,59.45,2136.9,Credit Card (Automatic),No
Male,No,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,105.7,7472.15,Bank Transfer (Automatic),No
Female,No,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,56.25,1328.75,Electronic Check,Yes
Male,No,Yes,No,45,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,53.3,2296.25,Credit Card (Automatic),No
Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,85.55,187.45,Electronic Check,Yes
Female,No,No,No,4,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,68.65,261.25,Bank Transfer (Automatic),Yes
Male,No,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,24.3,38.45,Mailed Check,No
Male,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,77.85,299.2,Electronic Check,Yes
Male,No,No,No,51,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,59.9,3043.6,Credit Card (Automatic),No
Male,No,Yes,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,23.95,1506.4,Credit Card (Automatic),No
Male,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,20.15,163.7,Mailed Check,No
Male,No,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,105.35,323.25,Bank Transfer (Automatic),Yes
Male,No,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,95.65,1640.0,Bank Transfer (Automatic),No
Female,No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,87.05,762.1,Electronic Check,Yes
Male,No,Yes,Yes,46,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,81.0,3846.35,Mailed Check,No
Female,No,No,No,68,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,82.45,5646.6,Credit Card (Automatic),No
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,53.5,53.5,Mailed Check,Yes
Female,No,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,20.5,79.05,Bank Transfer (Automatic),No
Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,25.1,25.1,Mailed Check,Yes
Male,No,No,Yes,28,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,54.4,1516.6,Credit Card (Automatic),No
Female,No,No,No,39,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,58.6,2224.5,Credit Card (Automatic),No
Male,No,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,84.8,888.75,Electronic Check,No
Female,No,Yes,No,71,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,61.4,1328.75,Credit Card (Automatic),No
Male,No,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,20.4,42.9,Mailed Check,No
Male,Yes,Yes,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,79.65,2365.15,Mailed Check,Yes
Female,No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,20.15,353.65,Mailed Check,No
Female,No,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,94.45,1328.75,Credit Card (Automatic),No
Female,No,No,No,58,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,79.8,4526.85,Bank Transfer (Automatic),No
Female,No,No,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,54.2,308.25,Electronic Check,Yes
Female,Yes,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,19.45,19.45,Electronic Check,Yes
Male,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,74.05,678.45,Electronic Check,No
Male,No,No,No,26,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,49.15,1237.3,Bank Transfer (Automatic),No
Female,No,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,19.4,1023.95,Credit Card (Automatic),No
Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,113.65,8182.75,Bank Transfer (Automatic),No
Female,No,No,Yes,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,106.0,4532.3,Credit Card (Automatic),No
Male,No,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,25.95,1328.75,Bank Transfer (Automatic),No
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,19.1,19.1,Mailed Check,No
Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,103.4,7372.65,Electronic Check,Yes
Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,100.55,7325.1,Bank Transfer (Automatic),No
Male,No,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,95.4,3474.2,Electronic Check,No
Male,No,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,75.15,392.65,Bank Transfer (Automatic),No
Female,No,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,84.45,1058.6,Electronic Check,Yes
Female,Yes,No,No,44,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,89.15,3990.75,Credit Card (Automatic),No
Female,Yes,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,107.9,1328.75,Electronic Check,No
Male,No,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,19.5,835.5,Credit Card (Automatic),No
Female,Yes,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,85.95,2628.6,Credit Card (Automatic),Yes
Female,No,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,24.95,1718.35,Credit Card (Automatic),No
Female,Yes,No,No,16,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,59.4,1023.9,Electronic Check,Yes
Male,Yes,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,19.5,1193.55,Bank Transfer (Automatic),No
Male,No,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,71.35,1328.75,Credit Card (Automatic),No
Male,No,Yes,Yes,68,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,82.85,5776.45,Bank Transfer (Automatic),No
Male,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,19.0,1328.75,Mailed Check,No
Female,No,Yes,Yes,26,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,38.85,1025.15,Credit Card (Automatic),No
Female,No,No,No,29,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,30.6,856.35,Electronic Check,Yes
Male,No,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,20.35,122.0,Credit Card (Automatic),No
Male,No,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,95.0,6602.9,Bank Transfer (Automatic),No
Male,No,Yes,No,24,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,74.4,1712.9,Bank Transfer (Automatic),No
Female,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,78.45,1328.75,Bank Transfer (Automatic),No
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,74.3,74.3,Mailed Check,No
Male,No,Yes,No,70,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,51.05,3635.15,Bank Transfer (Automatic),No
Female,No,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,19.2,702.9,Bank Transfer (Automatic),No
Female,Yes,No,No,38,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,99.55,3734.25,Electronic Check,Yes
Female,No,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,70.0,1144.5,Electronic Check,Yes
Female,No,Yes,Yes,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,109.1,4454.25,Bank Transfer (Automatic),No
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,45.3,45.3,Electronic Check,Yes
Male,No,No,No,2,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,29.85,75.6,Bank Transfer (Automatic),Yes
Male,No,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,76.45,1117.55,Electronic Check,No
Male,Yes,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,95.1,180.25,Credit Card (Automatic),Yes
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,19.8,19.8,Mailed Check,Yes
Male,No,Yes,Yes,0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,72.8,1328.75,Electronic Check,No
Male,No,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,18.95,110.15,Mailed Check,No
Female,No,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,76.65,333.6,Bank Transfer (Automatic),Yes
Female,No,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,99.15,465.05,Mailed Check,Yes
Female,No,Yes,No,15,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,101.75,1669.4,Electronic Check,No
Female,No,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,75.45,3545.1,Credit Card (Automatic),No
Female,No,No,No,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,64.1,504.05,Mailed Check,No
Male,No,No,No,17,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,25.65,440.2,Mailed Check,No
Male,No,Yes,Yes,0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,75.1,1151.55,Mailed Check,No
Female,No,No,No,0,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,95.85,2475.35,Bank Transfer (Automatic),No
Female,No,No,No,23,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,54.4,1328.75,Electronic Check,No
Female,Yes,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,72.75,317.75,Electronic Check,No
Male,No,No,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,19.85,535.05,Mailed Check,No
Female,No,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,19.05,461.3,Mailed Check,No
Male,No,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,71.35,1328.75,Mailed Check,Yes
Male,No,Yes,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,49.55,878.35,Mailed Check,Yes
Male,Yes,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,94.85,335.75,Electronic Check,No
Female,No,Yes,Yes,69,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,46.25,3121.4,Bank Transfer (Automatic),No
Male,No,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,19.35,324.8,Mailed Check,No
Male,No,No,No,19,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,69.6,1394.55,Mailed Check,No
Male,Yes,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,90.7,3413.25,Electronic Check,No
Male,No,No,No,31,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,101.4,3143.65,Electronic Check,No
Male,No,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,20.25,1328.75,Mailed Check,No
Male,No,Yes,No,14,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,48.8,664.4,Bank Transfer (Automatic),No
Female,No,Yes,No,64,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,74.35,4759.55,Mailed Check,No
Female,No,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,19.35,1033.0,Mailed Check,No
Male,No,Yes,Yes,52,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,68.75,3482.85,Electronic Check,No
Male,No,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,100.2,2688.45,Electronic Check,No
Female,No,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,20.85,435.25,Credit Card (Automatic),No
Male,No,No,Yes,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,95.9,2448.75,Electronic Check,Yes
Female,No,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,19.35,307.0,Mailed Check,No
Male,No,Yes,No,0,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,45.0,2689.35,Credit Card (Automatic),No
Male,Yes,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,81.5,1329.2,Bank Transfer (Automatic),Yes
Female,No,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,25.5,1281.25,Mailed Check,No
Male,No,Yes,Yes,72,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,48.9,3527.0,Mailed Check,No
Male,No,Yes,No,52,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,84.1,4348.65,Electronic Check,Yes
Female,No,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,19.6,561.15,Mailed Check,No
Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,20.0,1328.75,Mailed Check,No
Female,No,Yes,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,81.3,5129.3,Mailed Check,No
Female,No,Yes,No,45,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,95.2,4285.8,Credit Card (Automatic),No
Male,Yes,Yes,No,0,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,36.45,1328.75,Mailed Check,Yes
Female,No,Yes,No,71,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,83.3,5894.5,Credit Card (Automatic),No
Female,Yes,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,25.05,1328.75,Mailed Check,Yes
Female,No,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,20.3,1160.75,Credit Card (Automatic),No
Male,No,Yes,Yes,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,89.85,3091.75,Electronic Check,No
Female,No,No,No,8,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,49.85,365.55,Electronic Check,Yes
Female,No,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,19.8,272.95,Mailed Check,No
Male,No,Yes,Yes,66,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,54.65,3632.0,Bank Transfer (Automatic),No
Male,Yes,No,No,12,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,29.35,381.2,Credit Card (Automatic),No
Male,No,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,19.15,1035.5,Bank Transfer (Automatic),No
Female,No,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,19.1,52.0,Mailed Check,No
Female,Yes,Yes,No,43,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,55.55,2342.2,Credit Card (Automatic),Yes
Female,No,No,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,80.55,653.9,Electronic Check,No
Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,20.25,71.2,Mailed Check,No
Female,No,Yes,Yes,22,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,69.5,1498.2,Bank Transfer (Automatic),Yes
Male,No,Yes,No,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,106.0,4178.65,Bank Transfer (Automatic),No
Female,No,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,25.5,1821.8,Bank Transfer (Automatic),No
Male,No,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,104.3,5278.15,Electronic Check,Yes
Female,No,No,No,50,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,79.6,4024.2,Mailed Check,No
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,55.25,55.25,Electronic Check,No
Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,88.05,6520.8,Bank Transfer (Automatic),No
Male,No,No,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,20.4,854.9,Bank Transfer (Automatic),No
Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,117.6,8308.9,Bank Transfer (Automatic),No
Female,No,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,20.0,109.2,Mailed Check,No
Female,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,19.65,1328.75,Credit Card (Automatic),No
Male,No,Yes,No,48,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,70.55,3420.5,Credit Card (Automatic),No
Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,93.85,93.85,Electronic Check,Yes
Female,No,Yes,Yes,0,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,65.8,4068.0,Mailed Check,No
Female,No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,20.05,337.9,Credit Card (Automatic),No
Male,No,Yes,No,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,80.0,3168.75,Electronic Check,No
Female,No,Yes,Yes,41,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,35.4,1328.75,Credit Card (Automatic),No
Male,Yes,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,79.6,3974.7,Bank Transfer (Automatic),No
Male,No,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,80.25,3439.0,Electronic Check,No
Female,No,Yes,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,50.45,50.45,Mailed Check,Yes
Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,20.45,1328.75,Mailed Check,No
Male,No,No,No,68,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,79.6,5461.45,Credit Card (Automatic),No
Female,No,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,24.7,571.75,Mailed Check,No
Male,No,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,77.3,5498.2,Credit Card (Automatic),No
Male,No,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,29.75,96.85,Electronic Check,No
Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,44.9,111.05,Bank Transfer (Automatic),No
Male,No,Yes,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,29.8,94.4,Credit Card (Automatic),No
Female,No,No,No,7,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,74.65,521.1,Electronic Check,Yes
Female,No,No,No,13,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,71.95,923.85,Electronic Check,No
Male,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,20.75,141.1,Mailed Check,No
Male,No,Yes,Yes,12,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,56.3,628.65,Mailed Check,No
Male,No,Yes,Yes,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,105.25,5576.3,Electronic Check,No
Female,No,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,94.2,1046.1,Electronic Check,Yes
Male,No,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,19.55,1245.6,Mailed Check,No
Female,No,No,No,0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,84.45,1328.75,Mailed Check,No
Male,No,Yes,Yes,36,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,53.65,1939.35,Mailed Check,No
Male,Yes,Yes,No,4,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,29.9,118.25,Electronic Check,No
Female,No,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,19.7,452.55,Mailed Check,No
Female,No,No,No,61,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,43.7,2696.55,Credit Card (Automatic),No
Male,No,No,No,16,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,55.3,875.35,Electronic Check,No
Male,No,Yes,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,19.85,1328.75,Credit Card (Automatic),No
Female,No,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,19.65,494.9,Credit Card (Automatic),No
Male,No,No,No,16,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,49.45,799.0,Mailed Check,No
Female,No,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,106.55,5763.3,Bank Transfer (Automatic),Yes
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,20.1,20.1,Mailed Check,Yes
Male,No,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,20.45,106.9,Mailed Check,No
Female,No,No,No,19,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,39.7,710.05,Electronic Check,No
Male,No,No,No,10,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,54.5,568.2,Credit Card (Automatic),No
Female,No,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,83.8,1900.25,Electronic Check,Yes
Male,No,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,55.15,159.15,Mailed Check,Yes
Female,No,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,111.6,8012.75,Bank Transfer (Automatic),No
Male,Yes,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,86.65,856.65,Electronic Check,Yes
Female,No,Yes,Yes,10,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,55.55,551.3,Mailed Check,No
Male,No,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,20.55,184.95,Mailed Check,No
Female,Yes,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,106.75,4056.75,Bank Transfer (Automatic),Yes
Male,No,Yes,Yes,17,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,62.1,1096.65,Mailed Check,No
Female,No,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,104.5,3684.95,Credit Card (Automatic),No
Male,Yes,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,101.8,1752.45,Electronic Check,No
Female,Yes,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,110.6,7210.85,Credit Card (Automatic),No
Male,No,Yes,Yes,61,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,84.9,5264.5,Bank Transfer (Automatic),No
Male,No,No,No,22,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,93.2,2157.3,Mailed Check,No
